course_id,num_subscribers,num_reviews,num_lectures,content_duration,published_timestamp
1051570,1852,3,14,2.5,2016-12-28 18:19:16+00:00
262370,4661,187,20,1.0,2014-09-01 21:43:47+00:00
1188178,989,9,11,1.0,2017-04-24 16:42:56+00:00
824592,5841,16,28,1.5,2016-06-14 15:43:23+00:00
1147458,1087,14,61,9.5,2017-03-23 05:54:27+00:00
1243448,611,4,26,1.0,2017-06-07 17:15:07+00:00
730414,1922,149,15,20.0,2016-01-21 01:25:31+00:00
252396,9015,65,23,2.5,2014-07-01 20:04:27+00:00
1198166,661,4,12,1.0,2017-05-02 21:59:07+00:00
920604,1077,110,55,6.0,2016-08-19 20:12:24+00:00
215728,6050,140,17,1.5,2014-05-18 19:08:04+00:00
722174,3523,46,45,4.0,2016-01-10 21:39:39+00:00
48841,56659,4397,16,1.5,2013-04-07 21:39:25+00:00
907444,1444,101,59,5.0,2016-07-25 16:08:07+00:00
317030,2900,424,36,2.5,2014-10-19 22:04:51+00:00
891490,1437,96,34,2.5,2016-08-08 22:23:09+00:00
1070886,453,42,33,3.0,2017-03-14 00:39:45+00:00
812616,2437,12,23,1.5,2016-11-16 17:38:38+00:00
407984,5057,142,13,1.0,2015-02-06 07:12:25+00:00
214046,6092,25,29,1.5,2016-11-03 05:22:20+00:00
512400,4530,13,31,1.5,2015-08-06 19:08:20+00:00
377370,6967,16,34,1.0,2017-05-02 20:53:24+00:00
1175694,727,11,25,3.0,2017-04-26 18:17:51+00:00
945750,1560,43,25,3.0,2016-08-31 22:03:44+00:00
1085580,1047,9,46,3.5,2017-01-26 22:55:27+00:00
1188410,1045,2,17,1.0,2017-04-24 21:59:45+00:00
402836,3050,86,22,2.0,2015-01-27 09:27:49+00:00
588764,2988,21,43,4.5,2015-09-29 19:15:24+00:00
576946,2623,158,20,1.0,2015-08-21 20:33:25+00:00
543242,1924,351,544,46.5,2015-07-16 22:03:29+00:00
502240,3804,267,66,5.0,2015-06-19 21:22:17+00:00
598266,4133,15,36,4.0,2015-10-08 20:23:36+00:00
814068,1420,70,29,2.5,2016-04-28 18:04:46+00:00
1076920,1120,6,43,3.0,2017-01-23 17:04:49+00:00
1103272,668,12,22,1.0,2017-02-07 00:45:51+00:00
441112,4086,31,14,1.5,2015-03-08 21:13:13+00:00
1022108,1033,10,29,2.0,2017-01-11 16:17:20+00:00
1028030,832,34,34,1.5,2016-12-07 20:19:37+00:00
1018380,677,45,40,4.5,2016-12-18 16:13:47+00:00
575676,3125,54,13,2.0,2015-08-09 18:34:30+00:00
1105216,1081,6,21,1.5,2017-02-10 00:51:57+00:00
936328,1645,25,42,2.0,2016-09-07 20:33:30+00:00
43441,3348,352,13,3.0,2013-02-25 21:38:29+00:00
1103718,939,7,19,1.5,2017-02-10 22:40:57+00:00
584410,2115,59,88,5.5,2015-11-13 18:10:25+00:00
625568,2230,102,10,1.5,2015-10-09 21:27:49+00:00
297742,2053,234,44,5.5,2014-10-01 18:49:29+00:00
24877,1793,265,54,10.0,2012-10-03 03:20:10+00:00
1188742,3775,138,11,2.0,2017-05-01 21:18:54+00:00
597716,521,67,24,3.0,2016-02-24 17:30:41+00:00
415802,2222,9,12,0.7,2015-02-07 15:06:57+00:00
323950,1097,252,10,1.0,2014-11-08 02:21:54+00:00
488818,2506,21,76,6.0,2015-05-11 23:16:54+00:00
610890,975,23,23,1.0,2015-09-30 18:57:45+00:00
638980,1398,15,26,1.5,2015-10-19 23:01:15+00:00
599684,1096,24,24,1.5,2015-10-29 00:34:09+00:00
332848,1703,59,25,2.0,2014-11-04 01:37:23+00:00
354324,1446,23,27,5.0,2014-12-09 08:31:40+00:00
379682,2736,3,8,1.5,2014-12-29 09:00:17+00:00
319020,2000,31,34,4.5,2014-12-11 20:35:05+00:00
713258,853,45,48,4.5,2016-11-06 22:33:44+00:00
537884,3094,2,22,3.5,2015-07-17 22:10:39+00:00
919906,4077,281,20,1.5,2016-08-18 21:57:04+00:00
46010,4117,54,5,1.0,2013-04-04 21:36:10+00:00
777932,1369,17,31,1.5,2016-03-06 21:33:58+00:00
773934,1224,42,14,0.55,2016-03-23 21:13:52+00:00
221306,3870,12,90,9.0,2014-05-20 18:13:38+00:00
830994,897,22,21,2.0,2016-05-24 15:43:06+00:00
723510,1311,36,5,1.0,2016-01-15 18:10:47+00:00
42643,1338,139,7,1.0,2013-03-02 13:27:41+00:00
411778,1589,26,42,1.5,2015-03-03 01:22:39+00:00
366514,1189,12,15,1.5,2015-02-19 20:40:23+00:00
471588,701,12,37,5.5,2015-06-19 22:49:13+00:00
390096,1105,3,54,6.0,2015-02-11 06:52:30+00:00
607876,123,16,35,2.0,2015-09-22 00:05:53+00:00
249950,5874,207,9,2.0,2014-06-26 02:00:55+00:00
792216,354,32,49,7.0,2016-03-18 20:46:05+00:00
45139,727,64,9,1.0,2013-03-08 11:42:48+00:00
692176,3465,161,24,2.0,2016-02-23 21:05:46+00:00
1224262,54,4,6,0.7166666666666667,2017-05-24 14:16:09+00:00
598094,627,15,15,1.5,2015-09-23 22:16:35+00:00
40039,650,107,97,10.0,2013-02-07 19:50:45+00:00
1266148,965,0,18,1.5,2017-06-28 20:37:13+00:00
791422,1113,6,8,1.0,2017-02-03 04:34:07+00:00
352150,739,28,45,2.0,2014-12-23 15:28:09+00:00
791436,1201,12,18,1.5,2017-05-11 22:19:28+00:00
537878,2474,6,128,17.5,2015-07-07 20:35:21+00:00
923184,494,16,19,1.0,2016-08-10 13:10:13+00:00
476256,1580,26,14,1.0,2015-09-07 20:21:39+00:00
552504,617,44,55,4.5,2015-08-16 22:14:02+00:00
537888,2235,3,9,1.0,2015-09-29 17:27:02+00:00
385686,2293,9,28,2.0,2015-01-06 13:05:53+00:00
738900,1094,8,13,2.0,2016-03-30 04:56:57+00:00
57415,1449,29,23,1.5,2013-06-06 21:50:57+00:00
155344,3251,10,59,12.0,2014-01-31 20:40:36+00:00
42491,607,55,16,2.0,2013-03-05 11:31:37+00:00
511952,1218,30,63,3.5,2015-06-11 19:09:17+00:00
530246,1132,33,18,1.0,2015-07-20 23:48:08+00:00
862786,656,17,20,1.5,2016-05-30 18:00:22+00:00
165122,3339,4,11,1.5,2014-02-17 09:22:13+00:00
530768,1271,23,7,1.5,2015-09-22 19:48:31+00:00
218416,1574,24,46,2.0,2015-02-21 00:36:13+00:00
619296,1393,27,21,2.0,2015-09-29 20:12:53+00:00
717278,1029,13,7,0.6833333333333333,2016-05-04 00:01:47+00:00
445916,843,54,34,3.0,2015-03-19 16:57:50+00:00
267984,1730,12,12,1.5,2014-07-24 15:20:39+00:00
180362,1182,110,22,4.0,2014-03-12 13:40:53+00:00
364810,1160,117,24,2.5,2014-12-10 21:45:30+00:00
692722,1730,18,53,2.0,2016-01-27 17:38:23+00:00
298558,1260,80,38,4.0,2014-10-01 18:51:06+00:00
480752,871,79,59,2.0,2015-06-16 21:35:07+00:00
637922,1566,48,25,2.5,2015-10-14 17:50:29+00:00
337320,2987,23,19,2.0,2014-12-22 13:39:16+00:00
876646,973,15,28,2.5,2016-06-21 22:46:41+00:00
529424,2177,31,38,5.0,2015-07-07 18:59:39+00:00
720814,1772,19,15,3.5,2016-01-08 21:40:03+00:00
515326,1850,40,20,1.0,2015-06-01 20:09:03+00:00
1218552,1780,32,9,1.0,2017-05-18 16:48:46+00:00
851106,4607,181,11,0.5333333333333333,2016-05-17 00:43:59+00:00
429308,12,1,38,4.0,2015-03-02 23:49:35+00:00
302450,13,1,9,1.0,2015-03-08 19:11:24+00:00
1117834,2,1,16,1.0,2017-04-06 04:59:32+00:00
190816,2571,32,23,4.5,2014-03-29 14:10:31+00:00
244000,8,1,19,2.5,2014-06-16 11:02:39+00:00
429482,7,1,19,1.0,2015-02-23 04:37:14+00:00
831940,217,0,47,2.5,2017-02-06 16:35:44+00:00
833770,22,5,45,4.5,2017-05-01 23:22:07+00:00
658764,131,2,38,3.0,2015-11-03 18:54:45+00:00
707224,5,2,15,2.0,2017-02-03 16:23:16+00:00
64739,116,10,51,24.0,2013-07-23 20:18:35+00:00
907716,27,6,235,19.5,2016-09-06 15:03:27+00:00
1030976,912,12,37,3.0,2017-01-11 02:52:19+00:00
722682,1964,47,15,1.5,2016-01-12 20:03:45+00:00
1122146,1033,2,31,1.5,2017-02-22 21:36:08+00:00
808506,913,117,48,2.0,2016-05-18 16:04:14+00:00
673016,2092,77,52,3.5,2015-11-23 20:42:22+00:00
358062,2240,185,44,2.5,2014-12-03 21:41:25+00:00
372234,4601,38,14,4.0,2015-04-02 17:51:17+00:00
822514,2953,20,211,20.5,2016-04-15 18:43:40+00:00
1045726,1091,4,29,3.0,2016-12-20 14:36:59+00:00
943426,1459,11,26,1.0,2016-10-17 21:16:49+00:00
46927,4855,64,24,4.0,2013-03-22 17:42:18+00:00
567070,4034,8,40,3.0,2015-09-16 18:57:23+00:00
867440,57,22,19,3.0,2016-06-06 00:06:37+00:00
501996,26,9,42,2.0,2015-05-28 18:12:44+00:00
1103590,14,4,15,2.5,2017-02-07 15:34:03+00:00
1172370,49,3,23,3.0,2017-05-10 15:10:34+00:00
673702,11,2,10,0.5,2015-11-19 18:20:45+00:00
821108,9,3,17,0.7166666666666667,2016-04-23 22:57:42+00:00
863998,91,7,30,2.0,2016-06-21 17:59:58+00:00
822926,44,6,55,10.0,2016-08-29 16:36:38+00:00
666254,106,11,100,20.5,2015-11-28 06:25:44+00:00
421546,2079,258,25,2.0,2015-02-15 12:17:56+00:00
518886,135,5,12,1.5,2015-06-07 19:32:46+00:00
868128,31,11,20,10.5,2016-06-29 20:21:24+00:00
986034,217,7,16,1.0,2016-11-01 19:30:11+00:00
42642,611,57,13,1.5,2013-02-24 13:23:14+00:00
471428,5007,41,19,3.0,2015-04-13 17:52:57+00:00
600206,1168,5,26,5.5,2015-09-05 05:15:07+00:00
283780,4653,395,5,0.5166666666666666,2014-09-14 21:13:26+00:00
52118,3035,12,14,1.5,2016-06-20 21:02:36+00:00
42640,454,52,15,2.0,2013-02-24 04:47:36+00:00
767256,325,14,62,5.0,2016-03-04 15:33:46+00:00
843854,228,49,43,4.5,2016-05-11 16:40:05+00:00
247558,562,11,15,1.0,2014-06-28 05:52:41+00:00
696616,577,45,82,6.5,2016-03-31 18:22:30+00:00
205810,10540,799,14,1.5,2014-04-27 06:58:27+00:00
507486,912,27,81,2.5,2015-07-16 22:29:32+00:00
965306,2955,43,30,2.0,2016-10-05 15:39:55+00:00
1128662,190,13,45,6.0,2017-03-06 21:26:55+00:00
1068986,1736,36,11,0.6,2017-01-23 18:23:58+00:00
627706,1135,10,16,1.5,2015-11-24 23:55:22+00:00
255280,2101,51,11,2.0,2014-08-18 21:09:54+00:00
628944,1048,11,16,1.5,2015-11-06 19:01:58+00:00
537886,1740,5,8,1.0,2015-07-21 19:24:17+00:00
517938,1749,41,21,1.0,2015-06-23 22:37:31+00:00
779678,1187,6,6,0.7,2016-03-03 22:25:41+00:00
494330,1263,21,18,1.5,2015-07-14 00:00:48+00:00
153926,115,6,31,4.0,2014-03-16 14:36:01+00:00
806122,43,17,39,3.0,2016-09-25 20:37:51+00:00
725658,55,2,27,5.5,2016-01-13 03:15:11+00:00
1032234,18,7,97,7.0,2016-12-16 15:01:34+00:00
996542,14,5,11,1.0,2016-10-29 19:15:04+00:00
756520,47,9,22,2.0,2016-02-11 16:23:46+00:00
768028,134,14,123,5.5,2016-03-15 17:23:07+00:00
73030,153,8,14,1.5,2013-08-05 16:02:15+00:00
476880,47,5,27,2.5,2015-06-01 20:58:11+00:00
773060,42,14,11,0.6833333333333333,2016-02-29 18:44:03+00:00
552058,120,18,21,2.0,2015-07-21 21:45:17+00:00
509512,68,10,23,0.5,2015-05-25 18:19:21+00:00
497236,844,33,40,2.0,2015-07-12 19:05:43+00:00
471556,2045,3,10,2.0,2015-04-12 16:28:31+00:00
403602,1168,38,11,0.6833333333333333,2015-01-25 18:41:28+00:00
326948,2342,9,33,3.5,2014-10-25 13:00:19+00:00
537896,2268,4,47,5.5,2015-07-07 20:21:29+00:00
797762,967,16,43,8.0,2016-03-20 21:39:38+00:00
674350,1185,10,33,2.5,2016-02-02 20:35:37+00:00
439362,631,49,21,2.0,2015-04-17 21:59:15+00:00
42634,968,81,10,2.0,2013-02-27 13:05:27+00:00
494800,1132,70,332,29.0,2015-05-06 23:27:45+00:00
1222836,114,1,22,4.0,2017-05-25 17:00:12+00:00
990440,204,23,9,1.5,2016-10-29 14:51:53+00:00
109988,1548,24,34,3.0,2013-12-19 21:19:37+00:00
815482,409,35,46,8.0,2016-04-12 00:40:03+00:00
569436,1169,7,15,3.0,2015-08-20 20:24:00+00:00
803664,249,14,39,2.5,2016-06-14 17:10:19+00:00
213154,690,17,21,1.0,2014-05-08 23:09:32+00:00
484132,1340,4,272,26.0,2015-07-19 19:43:52+00:00
640062,274,41,18,1.5,2015-10-26 23:22:09+00:00
363404,4863,202,6,1.5,2015-02-07 07:04:07+00:00
454724,1923,4,31,2.5,2015-03-24 19:07:08+00:00
702278,224,35,16,1.5,2016-04-25 16:25:53+00:00
323196,721,12,29,3.0,2014-10-28 20:48:49+00:00
1225686,51,2,6,0.7,2017-05-23 22:23:38+00:00
443584,1276,46,61,6.0,2015-04-06 17:34:49+00:00
1034074,2768,83,10,1.0,2016-12-20 16:08:26+00:00
1209694,1735,31,19,2.5,2017-05-28 14:35:47+00:00
418732,8985,584,12,1.0,2015-03-06 01:11:18+00:00
757450,1119,22,18,1.0,2016-02-10 04:57:32+00:00
403468,2591,44,69,10.0,2015-01-26 20:09:29+00:00
761808,1046,17,12,1.0,2016-02-21 22:40:55+00:00
614510,2239,4,7,1.0,2015-09-20 20:25:11+00:00
519776,1882,51,129,11.0,2015-07-20 23:07:38+00:00
805336,5931,158,15,3.5,2016-05-04 22:34:45+00:00
828254,4931,154,7,0.5333333333333333,2016-05-31 15:10:45+00:00
471440,3056,9,316,24.5,2015-04-10 19:24:28+00:00
478598,1303,21,44,3.0,2015-06-19 15:22:42+00:00
394636,2924,6,11,1.5,2015-01-15 13:19:33+00:00
512004,1405,14,27,2.0,2015-06-12 17:34:50+00:00
1194426,1121,12,6,1.0,2017-04-27 23:49:48+00:00
538540,1776,14,29,2.5,2015-07-08 21:09:43+00:00
406922,1643,18,19,2.0,2015-07-01 20:43:10+00:00
743914,801,48,25,2.5,2016-05-11 17:20:38+00:00
419308,951,25,62,6.0,2015-02-13 20:19:58+00:00
542028,1278,33,23,0.7166666666666667,2015-07-02 21:57:04+00:00
482534,1184,15,37,6.0,2015-07-28 00:45:02+00:00
716136,1115,8,8,1.0,2016-05-26 21:17:14+00:00
737514,1086,27,28,2.0,2016-02-05 00:04:50+00:00
471446,3730,11,17,2.5,2015-04-10 21:01:47+00:00
920424,810,27,61,2.5,2016-08-25 18:10:44+00:00
49886,2338,224,5,1.5,2013-04-17 19:33:22+00:00
292462,3403,29,70,8.0,2014-09-19 20:38:16+00:00
211874,4695,7,20,1.0,2014-05-07 01:51:09+00:00
754028,17847,1440,17,1.0,2016-02-24 14:53:28+00:00
546924,2692,25,25,1.5,2015-09-17 18:47:54+00:00
105972,6374,21,14,1.0,2013-10-16 04:41:28+00:00
556068,2305,19,30,1.5,2015-07-22 19:02:23+00:00
1053272,589,31,138,10.0,2017-01-02 17:44:17+00:00
1273896,22,0,8,1.0,2017-07-03 15:13:33+00:00
317572,2490,95,13,3.0,2014-11-10 03:28:26+00:00
738910,2715,70,20,4.0,2016-05-25 21:04:41+00:00
1015274,1506,12,12,1.0,2016-11-25 04:52:51+00:00
934574,2197,4,105,5.5,2016-12-21 16:30:33+00:00
1110470,338,32,66,3.5,2017-03-08 22:37:44+00:00
988804,1076,22,176,5.0,2016-11-04 22:07:32+00:00
529718,2769,54,32,1.5,2015-06-19 22:06:07+00:00
998872,1531,6,7,0.5833333333333334,2016-11-20 20:47:37+00:00
1023670,1136,12,13,1.0,2016-11-29 19:05:57+00:00
571394,2187,218,91,13.0,2015-08-03 17:46:24+00:00
637176,1609,137,18,1.0,2015-10-13 00:45:13+00:00
677802,2895,56,14,1.0,2015-11-23 21:19:00+00:00
1084642,1023,8,29,2.5,2017-02-08 03:49:44+00:00
739390,1988,137,27,1.5,2016-06-15 23:45:51+00:00
1134864,1053,20,15,0.7333333333333333,2017-03-10 22:11:34+00:00
489146,4497,281,11,1.0,2015-07-14 18:14:16+00:00
910650,2379,33,44,3.5,2016-08-06 00:52:21+00:00
1079040,993,19,16,1.0,2017-01-19 19:09:29+00:00
109622,10338,52,41,2.5,2013-10-23 18:34:25+00:00
881378,1423,103,37,1.5,2016-06-19 14:56:45+00:00
474150,3555,89,11,1.5,2015-04-12 18:31:07+00:00
1046724,567,40,53,7.5,2016-12-22 18:24:55+00:00
1095116,1085,17,48,6.0,2017-02-03 16:44:02+00:00
233900,7159,61,18,2.0,2014-06-02 03:34:56+00:00
116128,11517,92,21,1.5,2013-11-09 21:46:52+00:00
1249164,1,0,12,2.0,2017-06-29 17:27:52+00:00
877106,10,1,5,0.6,2016-06-16 20:23:51+00:00
65105,41,1,55,7.5,2013-07-23 20:24:14+00:00
889066,8,0,8,1.5,2016-07-01 03:13:22+00:00
28172,43,0,25,4.0,2012-11-12 15:01:43+00:00
257996,23,1,19,1.0,2015-02-13 12:50:30+00:00
811534,9,0,6,1.0,2016-05-03 21:14:25+00:00
95176,25,1,108,3.5,2014-01-23 22:33:18+00:00
880564,7,0,12,1.0,2016-07-11 17:22:40+00:00
613944,12,1,9,0.7166666666666667,2015-09-20 21:45:48+00:00
1208148,1,0,6,0.5666666666666667,2017-06-23 16:35:04+00:00
24815,29,2,7,2.0,2012-10-31 01:05:18+00:00
736836,17,6,26,3.5,2016-02-06 01:21:33+00:00
462474,132,3,14,1.5,2015-04-06 18:05:26+00:00
73938,126,2,5,1.0,2013-08-12 13:26:27+00:00
158444,32,6,15,1.5,2016-09-09 04:22:05+00:00
577198,480,3,21,1.0,2015-08-12 17:28:53+00:00
993160,27,4,15,1.5,2016-12-14 17:29:34+00:00
233294,167,6,29,1.5,2014-06-11 17:50:13+00:00
281844,131,3,28,1.5,2014-09-15 19:45:17+00:00
1072156,927,8,14,1.0,2017-05-02 18:58:47+00:00
607362,37,2,43,2.5,2015-10-10 04:45:42+00:00
1069866,19,11,22,2.0,2017-04-18 21:43:21+00:00
25794,43,6,17,1.5,2012-10-02 22:00:03+00:00
387348,751,1,61,3.0,2015-05-14 21:17:53+00:00
475912,49,10,42,2.0,2015-05-15 18:04:34+00:00
332690,45,4,6,1.0,2014-11-24 04:14:02+00:00
830870,1685,29,16,2.0,2016-04-28 22:42:54+00:00
199822,4269,60,17,4.5,2014-05-17 13:19:55+00:00
56058,124,7,12,1.0,2013-05-24 17:42:25+00:00
587232,811,5,29,1.5,2015-08-27 19:42:37+00:00
398798,956,4,21,5.5,2015-01-20 04:28:14+00:00
130366,126,20,47,12.5,2014-02-05 19:02:33+00:00
530430,26,4,5,1.0,2015-06-17 23:50:28+00:00
615204,91,6,36,2.0,2015-11-01 18:29:15+00:00
441016,30,5,9,1.0,2015-03-08 19:26:34+00:00
598722,226,26,26,3.5,2015-09-23 03:00:27+00:00
1225674,52,3,9,1.0,2017-05-23 21:04:42+00:00
1167536,89,7,64,12.5,2017-04-06 16:59:36+00:00
979616,267,11,21,2.0,2016-10-22 14:28:36+00:00
528488,4770,64,31,6.5,2015-07-30 19:00:30+00:00
832832,265,16,17,1.0,2016-04-27 20:06:23+00:00
256094,2046,9,72,5.5,2014-07-05 15:25:07+00:00
